PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
3vye	Homo sapiens 	3.4.23.15	
1hcg	Homo sapiens 	3.4.21.6	
3vyd	Homo sapiens 	3.4.23.15	
2onc	Homo sapiens 	3.4.14.5	
2uzg	Homo sapiens 	3.4.19.12	
2bv5	Homo sapiens 	3.1.3.48	
4drb	Homo sapiens 	3.6.4.13	
1aut	Homo sapiens 	3.4.21.69	
1c7p	Homo sapiens 	3.2.1.17	
2q15	Homo sapiens 	3.4.23.46	
1hbt	Homo sapiens 	3.4.21.5	
1nny	Homo sapiens 	3.1.3.48	
1aw0	Homo sapiens 	3.6.3.4	
2q11	Homo sapiens 	3.4.23.46	
1auk	Homo sapiens 	3.1.6.8	
1p0s	Homo sapiens 	3.4.21.6	
1aui	Homo sapiens 	3.1.3.16	
4f56	Homo sapiens 	3.5.1	
3e4z	Homo sapiens BL21(DE3)pUBS520	3.4.24.56	
1p0q	Homo sapiens 	3.1.1.8	
4f3t	Homo sapiens 	3.1.26	
1p0p	Homo sapiens 	3.1.1.8	
2iae	Homo sapiens 	3.1.3.16	
1tzs	Homo sapiens 	3.4.23.34	
1np0	Homo sapiens 	3.2.1.52	
1p0m	Homo sapiens 	3.1.1.8	
1nnl	Homo sapiens 	3.1.3.3	
1p0i	Homo sapiens 	3.1.1.8	
1c88	Homo sapiens 	3.1.3.48	
1c87	Homo sapiens 	3.1.3.48	
1c86	Homo sapiens 	3.1.3.48	
1c85	Homo sapiens 	3.1.3.48	
1c84	Homo sapiens 	3.1.3.48	
1c83	Homo sapiens 	3.1.3.48	
3e4c	Homo sapiens HUMAN RNA ISOLATE	3.4.22.36	
2uz9	Homo sapiens 	3.5.4.3	
3e4a	Homo sapiens 	3.4.24.56	
1no9	Homo sapiens 	3.4.21.5	
4dpz	Homo sapiens 	3.1.1	
3pkj	Homo sapiens 	3.5.1	
3pki	Homo sapiens 	3.5.1	
1atk	Homo sapiens 	3.4.22.38	
1hap	Homo sapiens 	3.4.21.5	
1hao	Homo sapiens 	3.4.21.5	
1no6	Homo sapiens 	3.1.3.48	
1nms	Homo sapiens 	3.4.22.56	
1nmq	Homo sapiens 	3.4.22.56	
4dpr	Homo sapiens 	3.3.2.6	
1hai	Homo sapiens 	3.4.21.5	
1hah	Homo sapiens 	3.4.21.5	
3cs7	Homo sapiens 	3.4.21.6	
1hag	Homo sapiens 	3.4.21.5	
2ole	Homo sapiens 	3.4.14.5	
4dpi	Homo sapiens 	3.4.23.46	
3e50	Homo sapiens 	3.4.24.56	
1nme	Homo sapiens 	3.4.22.56	
1c5z	Homo sapiens 	3.4.21.73	
1c5y	Homo sapiens 	3.4.21.73	
4dpf	Homo sapiens 	3.4.23.46	
1c5x	Homo sapiens 	3.4.21.73	
4dpe	Homo sapiens 	3.4.24.17	
1c5w	Homo sapiens 	3.4.21.73	
1au8	Homo sapiens 	3.4.21.20	
1au4	Homo sapiens 	3.4.22.38	
2okv	Homo sapiens 	3.1	
1au3	Homo sapiens 	3.4.22.38	
1au2	Homo sapiens 	3.4.22.38	
1c5o	Homo sapiens 	3.4.21.5	
1au0	Homo sapiens 	3.4.22.38	
1c5n	Homo sapiens 	3.4.21.5	
1c5m	Homo sapiens 	3.4.21.6	
1c5l	Homo sapiens 	3.4.21.5	
2brf	Homo sapiens 	3.1.3.32	
1nn6	Homo sapiens 	3.4.21.39	
2okn	Homo sapiens 	3.4.13.9	
2uwp	Homo sapiens 	3.4.21.6	
4dot	Homo sapiens 	3.1.1.32	
4dot	Homo sapiens 	3.1.1.4	
2uwo	Homo sapiens 	3.4.21.6	
2uwl	Homo sapiens 	3.4.21.6	
3cpu	Homo sapiens 	3.2.1.1	
1nlj	Homo sapiens 	3.4.22.38	
2bqw	Homo sapiens 	3.4.21.6	
1c4y	Homo sapiens 	3.4.21.5	
1c4v	Homo sapiens 	3.4.21.5	
3vuy	Homo sapiens 	3.4.19.12	
1c4u	Homo sapiens 	3.4.21.5	
2bqo	Homo sapiens 	3.2.1.17	
3vux	Homo sapiens 	3.4.19.12	
2bqn	Homo sapiens 	3.2.1.17	
3vuw	Homo sapiens 	3.4.19.12	
2bqm	Homo sapiens 	3.2.1.17	
2bql	Homo sapiens 	3.2.1.17	
3vw7	Homo sapiens 	3.2.1.17	
2bqk	Homo sapiens 	3.2.1.17	
2bqj	Homo sapiens 	3.2.1.17	
2bqi	Homo sapiens 	3.2.1.17	
2bqh	Homo sapiens 	3.2.1.17	
1nm9	Homo sapiens 	3.2.1.1	
2bqg	Homo sapiens 	3.2.1.17	
2bqf	Homo sapiens 	3.2.1.17	
2bqe	Homo sapiens 	3.2.1.17	
1nm6	Homo sapiens 	3.4.21.5	
2bqd	Homo sapiens 	3.2.1.17	
1twx	Homo sapiens 	3.4.21.5	
2bqc	Homo sapiens 	3.2.1.17	
2bqb	Homo sapiens 	3.2.1.17	
2bqa	Homo sapiens 	3.2.1.17	
3e1x	Homo sapiens 	3.4.21	
3cou	Homo sapiens 	3.6.1.62	
3e1u	Homo sapiens 	3.5.4.14	
3vv8	Homo sapiens 	3.4.23.46	
3vv7	Homo sapiens 	3.4.23.46	
3vv6	Homo sapiens 	3.4.23.46	
2ok5	Homo sapiens human	3.4.21.47	
1nl9	Homo sapiens 	3.1.3.48	
4dmy	Homo sapiens 	3.4.22.38	
4dmx	Homo sapiens 	3.4.22.38	
1nl6	Homo sapiens 	3.4.22.38	
1c3i	Homo sapiens 	3.4.24.17	
4do6	Homo sapiens 	3.2.1.49	
3phd	Homo sapiens 	3.5.1.98	
4do5	Homo sapiens 	3.2.1.49	
4do4	Homo sapiens 	3.2.1.49	
2uuk	Homo sapiens 	3.4.21.5	
2uuj	Homo sapiens 	3.4.21.5	
2uuf	Homo sapiens 	3.4.21.5	
2bq8	Homo sapiens 	3.1.3.2	
3e0p	Homo sapiens 	3.4.21	
2bq7	Homo sapiens 	3.4.21.6	
1apz	Homo sapiens 	3.5.1.26	
2bq6	Homo sapiens 	3.4.21.6	
3e0n	Homo sapiens 	3.4.21	
1apy	Homo sapiens 	3.5.1.26	
3e0l	Homo sapiens 	3.5.4.3	
2d1o	Homo sapiens 	3.4.24.17	
3pi5	Homo sapiens 	3.4.23.46	
3vsx	Homo sapiens 	3.4.23.15	
2d1n	Homo sapiens 	3.4.24	
3vsw	Homo sapiens 	3.4.23.15	
1c46	Homo sapiens 	3.2.1.17	
1c45	Homo sapiens 	3.2.1.17	
2ohu	Homo sapiens 	3.4.23.46	
2bok	Homo sapiens 	3.4.21.6	
1c43	Homo sapiens 	3.2.1.17	
1apq	Homo sapiens 	3.4.21.41	
2oht	Homo sapiens 	3.4.23.46	
2d1j	Homo sapiens 	3.4.21.6	
2ohs	Homo sapiens 	3.4.23.46	
2d1i	Homo sapiens 	3.4.22	
2ohr	Homo sapiens 	3.4.23.46	
2boh	Homo sapiens 	3.4.21.6	
3pgl	Homo sapiens 	3.1.3.16	
2ohq	Homo sapiens 	3.4.23.46	
2ohp	Homo sapiens 	3.4.23.46	
2ohn	Homo sapiens 	3.4.23.46	
2ohm	Homo sapiens 	3.4.23.46	
2ohl	Homo sapiens 	3.4.23.46	
2ohk	Homo sapiens 	3.4.23.46	
3e16	Homo sapiens 	3.4.21	
3pfy	Homo sapiens 	3.4.19.12	
1c1w	Homo sapiens 	3.4.21.5	
1c1v	Homo sapiens 	3.4.21.5	
2ogz	Homo sapiens 	3.4.14.5	
1c1u	Homo sapiens 	3.4.21.5	
6fit	Homo sapiens 	3.6.1.29	
2hzp	Homo sapiens 	3.7.1.3	
2oi0	Homo sapiens 	3.4.24.86	
4dm9	Homo sapiens 	3.4.19.12	
4dkt	Homo sapiens 	3.5.3.15	
2usn	Homo sapiens 	3.4.24.17	
1c25	Homo sapiens 	3.1.3.48	
3ixk	Homo sapiens 	3.4.23.46	
3ixj	Homo sapiens 	3.4.23.46	
2bmg	Homo sapiens 	3.4.21.6	
4djz	Homo sapiens 	3.4.21	
4djy	Homo sapiens 	3.4.23.46	
2bme	Homo sapiens 	3.6.5.2	
4djx	Homo sapiens 	3.4.23.46	
2bmd	Homo sapiens 	3.6.5.2	
2hyi	Homo sapiens 	3.6.4.13	
4djw	Homo sapiens 	3.4.23.46	
2w4r	Homo sapiens 	3.6.4.13	
4djv	Homo sapiens 	3.4.23.46	
4dju	Homo sapiens 	3.4.23.46	
2w4p	Homo sapiens 	3.6.1.7	
1tu6	Homo sapiens 	3.4.22.38	
2w4m	Homo sapiens 	3.1.3.29	
2w4l	Homo sapiens 	3.5.4.12	
3k9x	Homo sapiens 	3.4.21.6	
3ckr	Homo sapiens 	3.4.23.46	
3iww	Homo sapiens 	3.4.17.21	
3ckp	Homo sapiens 	3.4.23.46	
3pdz	Homo sapiens 	3.1.3.48	
2hxz	Homo sapiens 	3.4.22.27	
2d07	Homo sapiens 	3.2.2.29	
2hxy	Homo sapiens 	3.6.4.13	
4djh	Homo sapiens 	3.2.1.17	
2w4c	Homo sapiens 	3.6.1.7	
3cki	Homo sapiens 	3.4.24.86	
3pds	Homo sapiens 	3.2.1.17	
3k9m	Homo sapiens 	3.4.22.1	
2hxp	Homo sapiens 	3.1.3.16	
2hxp	Homo sapiens 	3.1.3.48	
1nfy	Homo sapiens 	3.4.21.6	
1nfx	Homo sapiens 	3.4.21.6	
2hxm	Homo sapiens 	3.2.2.27	
1nfw	Homo sapiens 	3.4.21.6	
1nfu	Homo sapiens 	3.4.21.6	
4dk9	Homo sapiens 	3.2.2	
3k9b	Homo sapiens 	3.1.1.1	
3k9b	Homo sapiens 	3.1.1.56	
3pdf	Homo sapiens 	3.4.14.1	
2w3o	Homo sapiens 	3.1.3.32	
3pdc	Homo sapiens 	3.1.3.76	
3pdc	Homo sapiens 	3.3.2.10	
2w3k	Homo sapiens 	3.4.21.6	
2w3i	Homo sapiens 	3.4.21.6	
1trn	Homo sapiens 	3.4.21.4	
4dii	Homo sapiens 	3.4.21.5	
2bkt	Homo sapiens 	3.4.23.15	
3pcx	Homo sapiens 	3.4.22.56	
4dih	Homo sapiens 	3.4.21.5	
2bks	Homo sapiens 	3.4.23.15	
2bkr	Homo sapiens 	3.4.22.68	
3cjk	Homo sapiens 	3.6.3.4	
3voz	Homo sapiens 	3.5.1.2	
2bkq	Homo sapiens 	3.4.22.68	
3voy	Homo sapiens 	3.5.1.2	
2bm2	Homo sapiens 	3.4.21.59	
3pe6	Homo sapiens 	3.1.1.23	
3vow	Homo sapiens 	3.5.4	
2hy3	Homo sapiens 	3.1.3.48	
3ivi	Homo sapiens 	3.4.23.46	
3ivh	Homo sapiens 	3.4.23.46	
2w2x	Homo sapiens 	3.1.4.11	
2w2w	Homo sapiens 	3.1.4.11	
2hwl	Homo sapiens 	3.4.21.5	
2odq	Homo sapiens 	3.4.21.43	
4dhz	Homo sapiens 	3.4.19.12	
2odp	Homo sapiens 	3.4.21.43	
3von	Homo sapiens 	3.4.19.12	
2of0	Homo sapiens 	3.4.23.46	
1v3x	Homo sapiens 	3.4.21.6	
2w2q	Homo sapiens 	3.4.21	
2w2p	Homo sapiens 	3.4.21	
2w2o	Homo sapiens 	3.4.21	
2w2n	Homo sapiens 	3.4.21	
2w2m	Homo sapiens 	3.4.21	
3iuy	Homo sapiens 	3.6.4.13	
1gxd	Homo sapiens 	3.4.24.24	
3k7w	Homo sapiens 	3.1.3.16	
3k7v	Homo sapiens 	3.1.3.16	
1akz	Homo sapiens 	3.2.2.27	
2hvx	Homo sapiens 	3.4.21.39	
1tqf	Homo sapiens 	3.4.23.46	
1gwz	Homo sapiens 	3.1.3.48	
3pd1	Homo sapiens 	3.4.22.56	
1v3a	Homo sapiens 	3.1.3.48	
3cid	Homo sapiens 	3.4.23.46	
3pd0	Homo sapiens 	3.4.22.56	
3vp4	Homo sapiens 	3.5.1.2	
3cic	Homo sapiens 	3.4.23.46	
3vp3	Homo sapiens 	3.5.1.2	
3cib	Homo sapiens 	3.4.23.46	
3pbl	Homo sapiens 	3.2.1.17	
3vp2	Homo sapiens 	3.5.1.2	
2hvl	Homo sapiens 	3.1.3.48	
2j8l	Homo sapiens 	3.4.21.27	
3vp1	Homo sapiens 	3.5.1.2	
3k7e	Homo sapiens 	3.4.22.59	
3vp0	Homo sapiens 	3.5.1.2	
2j8j	Homo sapiens 	3.4.21.27	
3pbh	Homo sapiens 	3.4.22.1	
2ocl	Homo sapiens 	3.1	
2ock	Homo sapiens 	3.1	
2oci	Homo sapiens 	3.1	
4di2	Homo sapiens 	3.4.23.46	
2ocg	Homo sapiens 	3.1	
3chs	Homo sapiens 	3.3.2.6	
1tpn	Homo sapiens 	3.4.21.68	
3chr	Homo sapiens 	3.3.2.6	
1tpm	Homo sapiens 	3.4.21.68	
3chq	Homo sapiens 	3.3.2.6	
4dgj	Homo sapiens 	3.4.21.9	
3chp	Homo sapiens 	3.3.2.6	
3itu	Homo sapiens 	3.1.4.17	
1tpk	Homo sapiens 	3.4.21.68	
3cho	Homo sapiens 	3.3.2.6	
3iv2	Homo sapiens 	3.4.22.15	
1tpg	Homo sapiens 	3.4.21.68	
3itn	Homo sapiens 	3.4.22.56	
2j95	Homo sapiens 	3.4.21.6	
3itm	Homo sapiens 	3.1.4.17	
2j94	Homo sapiens 	3.4.21.6	
2hw4	Homo sapiens 	3.1.3	
2bij	Homo sapiens 	3.1.3.48	
2od3	Homo sapiens 	3.4.21.5	
1ne7	Homo sapiens 	3.5.99.6	
2w26	Homo sapiens 	3.4.21.6	
4dh6	Homo sapiens 	3.4.23.46	
1tq7	Homo sapiens 	3.4.21.5	
1tq0	Homo sapiens 	3.4.21.5	
1tom	Homo sapiens 	3.4.21.5	
2w0d	Homo sapiens 	3.4.24.65	
1aix	Homo sapiens 	3.4.21.5	
4dff	Homo sapiens 	3.1.4.17	
4dff	Homo sapiens 	3.1.4.35	
2oaz	Homo sapiens 	3.4.11.18	
3pb1	Homo sapiens 	3.4.21.73	
1guv	Homo sapiens 	3.2.1.14	
3vn4	Homo sapiens 	3.4.24.87	
1gw6	Homo sapiens 	3.3.2.6	
3k5g	Homo sapiens 	3.4.23.46	
3k5f	Homo sapiens 	3.4.23.46	
2oc3	Homo sapiens 	3.1.3.48	
3k5e	Homo sapiens 	3.6.4.4	
2oc2	Homo sapiens 	3.4.15.1	
3k5d	Homo sapiens 	3.4.23.46	
3k5c	Homo sapiens 	3.4.23.46	
1nd6	Homo sapiens 	3.1.3.2	
1nd6	Homo sapiens 	3.1.3.5	
1nd5	Homo sapiens 	3.1.3.2	
1nd5	Homo sapiens 	3.1.3.5	
4dg4	Homo sapiens 	3.4.21.4	
2oah	Homo sapiens 	3.4.23.46	
1zzw	Homo sapiens 	3.1.3.16	
1zzw	Homo sapiens 	3.1.3.48	
2oag	Homo sapiens 	3.4.14.5	
1nbf	Homo sapiens 	3.4.19.12	
3irt	Homo sapiens 	3.4.19.12	
3k65	Homo sapiens 	3.4.21.5	
3k4s	Homo sapiens 	3.1.4.17	
3irr	Homo sapiens 	3.5.4	
3irq	Homo sapiens 	3.5.4	
2bgr	Homo sapiens 	3.4.14.5	
2hu6	Homo sapiens 	3.4.24.65	
1aht	Homo sapiens 	3.4.21.5	
2bgn	Homo sapiens 	3.4.14.5	
3vm8	Homo sapiens 	3.5.4	
2hsp	Homo sapiens 	3.1.4.11	
1gv7	Homo sapiens 	3.1.27.5	
2bge	Homo sapiens 	3.1.3.48	
2bgd	Homo sapiens 	3.1.3.48	
3vkk	Homo sapiens 	3.2.1.21	
1tmu	Homo sapiens 	3.4.21.5	
1tmt	Homo sapiens 	3.4.21.5	
4ddl	Homo sapiens 	3.1.4.17	
4ddl	Homo sapiens 	3.1.4.35	
4ddi	Homo sapiens 	3.4.19.12	
3iqs	Homo sapiens 	3.5.4.14	
3cen	Homo sapiens 	3.4.21.6	
4ddg	Homo sapiens 	3.4.19.12	
1ai8	Homo sapiens 	3.4.21.5	
2hrr	Homo sapiens 	3.1.1.1	
2hrr	Homo sapiens 	3.1.1.56	
1tmb	Homo sapiens 	3.4.21.5	
2hrq	Homo sapiens 	3.1.1.1	
2hrq	Homo sapiens 	3.1.1.56	
1i76	Homo sapiens 	3.4.24.34	
3k3h	Homo sapiens 	3.1.4.35	
1i73	Homo sapiens 	3.4.24.34	
1nb8	Homo sapiens 	3.4.19.12	
3k3e	Homo sapiens 	3.1.4.35	
2j4i	Homo sapiens 	3.4.21.6	
1i71	Homo sapiens 	3.4.21	
3vjm	Homo sapiens 	3.4.14.5	
3vjl	Homo sapiens 	3.4.14.5	
3vjk	Homo sapiens 	3.4.14.5	
2j4e	Homo sapiens 	3.6.1.19	
1i5k	Homo sapiens 	3.4.21.7	
2j4c	Homo sapiens 	3.1.1.8	
4dcp	Homo sapiens 	3.4.22.56	
1v04	Homo sapiens 	3.1.1.2	
1v04	Homo sapiens 	3.1.8.1	
4dco	Homo sapiens 	3.4.22.56	
2bex	Homo sapiens 	3.1.27.5	
4dcj	Homo sapiens 	3.4.22.56	
3k2u	Homo sapiens 	3.4.21	
3ir2	Homo sapiens 	3.5.4.14	
2hqu	Homo sapiens 	3.6.1.23	
3k2i	Homo sapiens 	3.1.2.2	
1zxc	Homo sapiens 	3.4.24.86	
1i4o	Homo sapiens 	3.4.22.60	
4dd8	Homo sapiens 	3.4.24	
1afe	Homo sapiens 	3.4.21.5	
1tkr	Homo sapiens 	3.4.14.5	
1i4e	Homo sapiens 	3.4.22.61	
2bdy	Homo sapiens 	3.4.21.5	
3k1w	Homo sapiens 	3.4.23.15	
2bdx	Homo sapiens 	3.1.3.16	
3k35	Homo sapiens 	3.5.1	
2j2u	Homo sapiens 	3.4.21.6	
2bdl	Homo sapiens 	3.4.22.38	
2hpq	Homo sapiens 	3.4.21.5	
2hpp	Homo sapiens 	3.4.21.5	
1gqv	Homo sapiens 	3.1.27.5	
1i57	Homo sapiens 	3.1.3.48	
2bdi	Homo sapiens 	3.4.21	
3ccc	Homo sapiens 	3.4.14.5	
2bdh	Homo sapiens 	3.4.21	
3ccb	Homo sapiens 	3.4.14.5	
2bdg	Homo sapiens 	3.4.21	
4day	Homo sapiens 	3.6.4.13	
1i51	Homo sapiens 	3.4.22.60	
1i3o	Homo sapiens 	3.4.22.56	
1zvx	Homo sapiens 	3.4.24.34	
2j2c	Homo sapiens 	3.1.3.5	
2hpa	Homo sapiens 	3.1.3.2	
2hpa	Homo sapiens 	3.1.3.5	
1gqf	Homo sapiens 	3.4.22.60	
3inx	Homo sapiens 	3.6.4.10	
3inw	Homo sapiens 	3.6.4.10	
3k0w	Homo sapiens 	3.4.22	
1zvr	Homo sapiens 	3.1.3	
3k24	Homo sapiens 	3.4.22.15	
1zvm	Homo sapiens 	3.2.2.5	
3cbk	Homo sapiens 	3.4.22.1	
2j38	Homo sapiens 	3.4.21.6	
3cbj	Homo sapiens 	3.4.22.1	
1gpz	Homo sapiens 	3.4.21.41	
2j34	Homo sapiens 	3.4.21.6	
2j33	Homo sapiens 	3.4.22.56	
2j32	Homo sapiens 	3.4.22.56	
2j31	Homo sapiens 	3.4.22.56	
3inh	Homo sapiens 	3.4.23.46	
2j30	Homo sapiens 	3.4.22.56	
2j1l	Homo sapiens 	3.6.5.2	
3inf	Homo sapiens 	3.4.23.46	
3ine	Homo sapiens 	3.4.23.46	
3ind	Homo sapiens 	3.4.23.46	
2bcd	Homo sapiens 	3.1.3.16	
1tk3	Homo sapiens 	3.4.14.5	
2bby	Homo sapiens 	3.6.4.12	
2bbt	Homo sapiens 	3.6.3.49	
2bbs	Homo sapiens 	3.6.3.49	
2j0u	Homo sapiens 	3.6.4.13	
1ae8	Homo sapiens 	3.4.21.5	
2bbo	Homo sapiens 	3.6.3.49	
2j0t	Homo sapiens 	3.4.24.7	
2hnt	Homo sapiens 	3.4.21.5	
1i1z	Homo sapiens 	3.2.1.17	
2j0s	Homo sapiens 	3.6.4.13	
2j25	Homo sapiens 	3.2.1.45	
2j0q	Homo sapiens 	3.6.4.13	
2hnq	Homo sapiens 	3.1.3.48	
2hnp	Homo sapiens 	3.1.3.48	
1ths	Homo sapiens 	3.4.21.5	
1thr	Homo sapiens 	3.4.21.5	
3vfe	Homo sapiens 	3.4.21	
4da1	Homo sapiens 	3.1.3.16	
3vfd	Homo sapiens 	3.6.4.3	
1thp	Homo sapiens 	3.4.21.5	
3cb2	Homo sapiens 	3.6.5.6	
1ztq	Homo sapiens 	3.4.24	
3in4	Homo sapiens 	3.4.23.46	
3in3	Homo sapiens 	3.4.23.46	
1ztl	Homo sapiens 	3.4.21.27	
1ad8	Homo sapiens 	3.4.21.5	
1ztk	Homo sapiens 	3.4.21.27	
1ztj	Homo sapiens 	3.4.21.27	
3veu	Homo sapiens 	3.4.23.46	
2nyt	Homo sapiens 	3.5.4	
2nyr	Homo sapiens 	3.5.1	
3vg1	Homo sapiens 	3.4.23.46	
1tgz	Homo sapiens 	3.4.22.68	
1i22	Homo sapiens 	3.2.1.17	
1abj	Homo sapiens 	3.4.21.5	
1abi	Homo sapiens 	3.4.21.5	
1i20	Homo sapiens 	3.2.1.17	
2nym	Homo sapiens 	3.1.3.16	
2nyl	Homo sapiens 	3.1.3.16	
1zsq	Homo sapiens 	3.1.3	
1mzd	Homo sapiens 	3.4.21	
1aax	Homo sapiens 	3.1.3.48	
1zsl	Homo sapiens 	3.4.21.27	
3oy6	Homo sapiens 	3.4.21.73	
1mza	Homo sapiens 	3.4.21	
1zsk	Homo sapiens 	3.4.21.27	
3oy5	Homo sapiens 	3.4.21.73	
1zsj	Homo sapiens 	3.4.21.27	
1gmy	Homo sapiens 	3.4.22.1	
3own	Homo sapiens 	3.4.23.15	
2nz6	Homo sapiens 	3.1.3.48	
3vf3	Homo sapiens 	3.4.23.46	
1th0	Homo sapiens 	3.4.22.68	
3ovz	Homo sapiens 	3.4.22.38	
3ovx	Homo sapiens 	3.4.22.27	
2hky	Homo sapiens 	3.1.27	
3q8w	Homo sapiens 	3.4.14.5	
3ox7	Homo sapiens 	3.4.21.73	
1tff	Homo sapiens 	3.4.19.12	
1zrk	Homo sapiens 	3.4.21.27	
2hm1	Homo sapiens 	3.4.23.46	
3q8m	Homo sapiens 	3.1	
3q8l	Homo sapiens 	3.1	
1zrb	Homo sapiens 	3.4.21.5	
3q8k	Homo sapiens 	3.1	
3vcm	Homo sapiens 	3.4.23.15	
1glo	Homo sapiens 	3.4.22.27	
2nwn	Homo sapiens 	3.4.21.73	
1tg6	Homo sapiens 	3.4.21.92	
1zs9	Homo sapiens 	3.1.3.77	
3iit	Homo sapiens 	3.4.21.6	
1zs0	Homo sapiens 	3.4.24.34	
3q93	Homo sapiens 	3.6.1.55	
3q93	Homo sapiens 	3.6.1.56	
3q91	Homo sapiens 	3.6.1.45	
3q90	Homo sapiens 	3.6.4.12	
3q90	Homo sapiens 	3.6.4.13	
2p8s	Homo sapiens 	3.4.14.5	
1tdy	Homo sapiens 	3.2.1.17	
1zpz	Homo sapiens 	3.4.21.27	
2p8h	Homo sapiens 	3.4.23.46	
2p8e	Homo sapiens 	3.1.3.16	
1gkd	Homo sapiens 	3.4.24.35	
3ij9	Homo sapiens 	3.2.1.1	
1gkc	Homo sapiens 	3.4.24.35	
3ij8	Homo sapiens 	3.2.1.1	
3ij7	Homo sapiens 	3.2.1.1	
2hiz	Homo sapiens 	3.4.23.46	
3ihr	Homo sapiens 	3.4.19.12	
3ihp	Homo sapiens 	3.4.19.12	
3iho	Homo sapiens 	3.2.2	
3otq	Homo sapiens 	3.1.3.76	
3otq	Homo sapiens 	3.3.2.10	
2p95	Homo sapiens 	3.4.21.6	
2p94	Homo sapiens 	3.4.21.6	
1zpc	Homo sapiens 	3.4.21.27	
2p93	Homo sapiens 	3.4.21.6	
1mx9	Homo sapiens 	3.1.1.1	
1mx9	Homo sapiens 	3.1.1.56	
1zpb	Homo sapiens 	3.4.21.27	
1tcy	Homo sapiens 	3.2.1.17	
1mx5	Homo sapiens 	3.1.1.1	
1mx5	Homo sapiens 	3.1.1.56	
1mx1	Homo sapiens 	3.1.1.1	
1mx1	Homo sapiens 	3.1.1.56	
1gjd	Homo sapiens 	3.4.21.73	
1gjc	Homo sapiens 	3.4.21.73	
1gjb	Homo sapiens 	3.4.21.73	
3igu	Homo sapiens 	3.2.1.49	
1gja	Homo sapiens 	3.4.21.73	
1zom	Homo sapiens 	3.4.21.27	
3q77	Homo sapiens 	3.4.21.37	
1o8a	Homo sapiens 	3.4.15.1	
3q76	Homo sapiens 	3.4.21.37	
2p6x	Homo sapiens 	3.1.3.48	
2hhn	Homo sapiens 	3.4.22.27	
2ntr	Homo sapiens 	3.4.23.46	
2hhm	Homo sapiens 	3.1.3.25	
2p83	Homo sapiens 	3.4.23.46	
2hhl	Homo sapiens 	3.1.3.16	
2p82	Homo sapiens 	3.4.22	
1tbz	Homo sapiens 	3.4.21.5	
2hhj	Homo sapiens 	3.1.3.13	
2p6n	Homo sapiens 	3.6.4.13	
3q5h	Homo sapiens 	3.4.23.15	
1tby	Homo sapiens 	3.2.1.17	
3igb	Homo sapiens 	3.4.23.46	
3q5e	Homo sapiens 	3.6.5	
3q5d	Homo sapiens 	3.6.5	
2hha	Homo sapiens 	3.4.14.5	
1zp5	Homo sapiens 	3.4.24.34	
3ifw	Homo sapiens 	3.4.19.12	
2p6b	Homo sapiens 	3.1.3.16	
2nta	Homo sapiens 	3.1.3.48	
208l	Homo sapiens 	3.2.1.17	
1mue	Homo sapiens 	3.4.21.5	
2azr	Homo sapiens 	3.1.3.48	
1o7a	Homo sapiens 	3.2.1.52	
1tbf	Homo sapiens 	3.1.4.35	
2hgt	Homo sapiens 	3.4.21.5	
1ghy	Homo sapiens 	3.4.21.5	
2nsx	Homo sapiens 	3.2.1.45	
1ghx	Homo sapiens 	3.4.21.5	
1gj9	Homo sapiens 	3.4.21.73	
1ghw	Homo sapiens 	3.4.21.5	
1tbb	Homo sapiens 	3.1.4.17	
1gj8	Homo sapiens 	3.4.21.73	
1ghv	Homo sapiens 	3.4.21.5	
1gj7	Homo sapiens 	3.4.21.73	
1gj5	Homo sapiens 	3.4.21.5	
1o6x	Homo sapiens 	3.4.17.15	
1gj4	Homo sapiens 	3.4.21.5	
1taz	Homo sapiens 	3.1.4.17	
1o86	Homo sapiens 	3.4.15.1	
1tay	Homo sapiens 	3.2.1.17	
3ifc	Homo sapiens 	3.1.3.11	
2nsm	Homo sapiens 	3.4.17.3	
3ifa	Homo sapiens 	3.1.3.11	
3q4b	Homo sapiens 	3.4.23.15	
3ig6	Homo sapiens 	3.4.21.73	
207l	Homo sapiens 	3.2.1.17	
4e9h	Homo sapiens 	3.2.2	
1zmn	Homo sapiens 	3.4.21.27	
3bxm	Homo sapiens 	3.4.17.21	
4e9g	Homo sapiens 	3.2.2	
4e9f	Homo sapiens 	3.2.2	
1zml	Homo sapiens 	3.4.21.27	
4e9e	Homo sapiens 	3.2.2	
3q3t	Homo sapiens 	3.4.23.15	
1zmj	Homo sapiens 	3.4.21.27	
2ayo	Homo sapiens 	3.4.19.12	
2hh5	Homo sapiens 	3.4.22.27	
2ayn	Homo sapiens 	3.4.19.12	
2p69	Homo sapiens 	3.1.3.3	
2p69	Homo sapiens 	3.1.3.74	
1gi9	Homo sapiens 	3.4.21.73	
2ayk	Homo sapiens 	3.4.24.7	
3iej	Homo sapiens 	3.4.22.27	
1gi8	Homo sapiens 	3.4.21.73	
2nt7	Homo sapiens 	3.1.3.48	
1msz	Homo sapiens 	3.6.4.12	
1msz	Homo sapiens 	3.6.4.13	
1gi7	Homo sapiens 	3.4.21.73	
3oqk	Homo sapiens 	3.4.23.15	
3q3k	Homo sapiens 	3.4.21.6	
1mu8	Homo sapiens 	3.4.21.5	
2nt2	Homo sapiens 	3.1.3.16	
