PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
1hw3	Homo sapiens 	2.1.1.45	
2x15	Homo sapiens 	2.7.2.3	
2x14	Homo sapiens 	2.7.2.3	
1w0x	Homo sapiens 	2.7.11.22	
2x13	Homo sapiens 	2.7.2.3	
2x11	Homo sapiens 	2.7.10.1	
2x10	Homo sapiens 	2.7.10.1	
1unr	Homo sapiens 	2.7.11.1	
1unq	Homo sapiens 	2.7.11.1	
4eeo	Homo sapiens 	2.4.1.22	
4eeo	Homo sapiens 	2.4.1.38	
4eeo	Homo sapiens 	2.4.1.90	
1unp	Homo sapiens 	2.7.11.1	
4eem	Homo sapiens 	2.4.1.22	
4eem	Homo sapiens 	2.4.1.38	
4eem	Homo sapiens 	2.4.1.90	
2cgx	Homo sapiens 	2.7.11.1	
2cgw	Homo sapiens 	2.7.11.1	
1unl	Homo sapiens 	2.7.11.22	
2cgv	Homo sapiens 	2.7.11.1	
2cgu	Homo sapiens 	2.7.11.1	
4eeg	Homo sapiens 	2.4.1.22	
4eeg	Homo sapiens 	2.4.1.38	
4eeg	Homo sapiens 	2.4.1.90	
1unh	Homo sapiens 	2.7.11.22	
1ung	Homo sapiens 	2.7.11.22	
4eea	Homo sapiens 	2.4.1.22	
4eea	Homo sapiens 	2.4.1.38	
4eea	Homo sapiens 	2.4.1.90	
1bj4	Homo sapiens 	2.1.2.1	
3qa2	Homo sapiens 	2.7.1.3	
2isp	Homo sapiens 	2.7.7.7	
2iso	Homo sapiens 	2.7.7.7	
3qa0	Homo sapiens 	2.7.11.1	
3dfc	Homo sapiens 	2.7.11.1	
2vn9	Homo sapiens 	2.7.11.17	
4edz	Homo sapiens 	2.5.1.18	
4edy	Homo sapiens 	2.5.1.18	
1oat	Homo sapiens 	2.6.1.13	
1umw	Homo sapiens 	2.7.11.21	
1bhh	Homo sapiens 	2.7.10.2	
1bhf	Homo sapiens 	2.7.10.2	
2ch6	Homo sapiens 	2.7.1.59	
2ch5	Homo sapiens 	2.7.1.59	
3l54	Homo sapiens 	2.7.1.153	
3l54	Homo sapiens 	2.7.11.1	
3js2	Homo sapiens 	2.7.10.1	
1bi8	Homo sapiens 	2.7.11.22	
1bi7	Homo sapiens 	2.7.11.22	
3l3m	Homo sapiens 	2.4.2.30	
3l3l	Homo sapiens 	2.4.2.30	
4ecz	Homo sapiens 	2.7.7.7	
4ecy	Homo sapiens 	2.7.7.7	
4ecx	Homo sapiens 	2.7.7.7	
4ecw	Homo sapiens 	2.7.7.7	
4ecv	Homo sapiens 	2.7.7.7	
4ecu	Homo sapiens 	2.7.7.7	
4ect	Homo sapiens 	2.7.7.7	
4ecs	Homo sapiens 	2.7.7.7	
4ee5	Homo sapiens 	2.4.1.22	
4ee5	Homo sapiens 	2.4.1.38	
4ee5	Homo sapiens 	2.4.1.90	
4ecr	Homo sapiens 	2.7.7.7	
4ee4	Homo sapiens 	2.4.1.22	
4ee4	Homo sapiens 	2.4.1.38	
4ee4	Homo sapiens 	2.4.1.90	
4ecq	Homo sapiens 	2.7.7.7	
3ddw	Homo sapiens 	2.4.1.1	
4ee3	Homo sapiens 	2.4.1.22	
4ee3	Homo sapiens 	2.4.1.38	
4ee3	Homo sapiens 	2.4.1.90	
4ee0	Homo sapiens 	2.5.1.18	
2vki	Homo sapiens 	2.7.11.1	
3dds	Homo sapiens 	2.4.1.1	
3ddq	Homo sapiens 	2.7.11.22	
3jpv	Homo sapiens 	2.7.11.1	
3ddp	Homo sapiens 	2.7.11.22	
3jpt	Homo sapiens 	2.7.7.7	
3jps	Homo sapiens 	2.7.7.7	
3jpr	Homo sapiens 	2.7.7.7	
2cg5	Homo sapiens 	2.3.1.38	
2cg5	Homo sapiens 	2.3.1.39	
2cg5	Homo sapiens 	2.3.1.41	
2cg5	Homo sapiens 	2.3.1.85	
3jpq	Homo sapiens 	2.7.7.7	
3jpp	Homo sapiens 	2.7.7.7	
4ece	Homo sapiens 	2.4.2.1	
3jpo	Homo sapiens 	2.7.7.7	
3jpn	Homo sapiens 	2.7.7.7	
4ecc	Homo sapiens 	2.5.1.18	
4ecb	Homo sapiens 	2.5.1.18	
1ulb	Homo sapiens 	2.4.2.1	
1ula	Homo sapiens 	2.4.2.1	
4ebw	Homo sapiens 	2.7.10.2	
4ed8	Homo sapiens 	2.7.7.7	
4ebv	Homo sapiens 	2.7.10.2	
4ed7	Homo sapiens 	2.7.7.7	
2k3g	Homo sapiens 	2.7.11.30	
4ed6	Homo sapiens 	2.7.7.7	
4ed3	Homo sapiens 	2.7.7.7	
4ed2	Homo sapiens 	2.7.7.7	
3dcv	Homo sapiens 	2.7.11.1	
4ed1	Homo sapiens 	2.7.7.7	
4ed0	Homo sapiens 	2.7.7.7	
2cdz	Homo sapiens 	2.7.11.1	
3l1s	Homo sapiens 	2.7.11.1	
3l1s	Homo sapiens 	2.7.11.26	
1uki	Homo sapiens 	2.7.11.24	
2ipx	Homo sapiens 	2.1.1	
1ukh	Homo sapiens 	2.7.11.24	
4ebe	Homo sapiens 	2.7.7.7	
4ebd	Homo sapiens 	2.7.7.7	
4ebc	Homo sapiens 	2.7.7.7	
4ec9	Homo sapiens 	2.7.11.22	
4ec9	Homo sapiens 	2.7.11.23	
4ec8	Homo sapiens 	2.7.11.22	
4ec8	Homo sapiens 	2.7.11.23	
4ear	Homo sapiens 	2.4.2.1	
4ec0	Homo sapiens 	2.5.1.18	
3dbs	Homo sapiens 	2.7.1.153	
3dbs	Homo sapiens 	2.7.11.1	
3dbq	Homo sapiens 	2.7.12.1	
3dd3	Homo sapiens 	2.5.1.18	
2vif	Homo sapiens 	2.7.10.1	
3dbp	Homo sapiens 	2.4.2.10	
3dd1	Homo sapiens 	2.4.1.1	
3l0n	Homo sapiens 	2.4.2.10	
3pzp	Homo sapiens 	2.7.7.7	
3l0k	Homo sapiens 	2.4.2.10	
2cci	Homo sapiens 	2.7.11.22	
3l0h	Homo sapiens 	2.5.1.18	
2cch	Homo sapiens 	2.7.11.22	
2k1l	Homo sapiens 	2.7.10.1	
2k1k	Homo sapiens 	2.7.10.1	
4eb8	Homo sapiens 	2.4.2.1	
3pze	Homo sapiens 	2.7.11.24	
1uk1	Homo sapiens 	2.4.2.30	
1uk0	Homo sapiens 	2.4.2.30	
3dar	Homo sapiens 	2.7.10.1	
3l17	Homo sapiens 	2.7.1.153	
3l17	Homo sapiens 	2.7.11.1	
3dc1	Homo sapiens 	2.6.1.39	
3dc1	Homo sapiens 	2.6.1.7	
3l16	Homo sapiens 	2.7.1.153	
3l16	Homo sapiens 	2.7.11.1	
3pyy	Homo sapiens 	2.7.10.2	
3l13	Homo sapiens 	2.7.1.153	
3l13	Homo sapiens 	2.7.11.1	
3dak	Homo sapiens 1-295	2.7.11.1	
2ozu	Homo sapiens 	2.3.1.48	
2vgz	Homo sapiens 	2.6.1.39	
2vgz	Homo sapiens 	2.6.1.7	
2ozo	Homo sapiens 	2.7.10.2	
1uj2	Homo sapiens 	2.7.1.48	
2vgi	Homo sapiens 	2.7.1.40	
1j1c	Homo sapiens 	2.7.11.1	
1j1c	Homo sapiens 	2.7.11.26	
2vgg	Homo sapiens 	2.7.1.40	
3l08	Homo sapiens 	2.7.1.153	
3l08	Homo sapiens 	2.7.11.1	
3pxz	Homo sapiens 	2.7.11.22	
2oza	Homo sapiens 	2.7.11.1	
1j1b	Homo sapiens 	2.7.11.1	
1j1b	Homo sapiens 	2.7.11.26	
2vgf	Homo sapiens 	2.7.1.40	
3pxy	Homo sapiens 	2.7.11.22	
1bbz	Homo sapiens 	2.7.10.2	
2vgb	Homo sapiens 	2.7.1.40	
2io6	Homo sapiens 	2.7.10.2	
3l00	Homo sapiens 	2.1.1.63	
3pxr	Homo sapiens 	2.7.11.22	
2can	Homo sapiens 	2.6.1.13	
3pxq	Homo sapiens 	2.7.11.22	
1j0w	Homo sapiens 	2.7.1.112	
3pxk	Homo sapiens 	2.7.10.2	
1hnn	Homo sapiens 	2.1.1.28	
3pxf	Homo sapiens 	2.7.11.22	
1nzp	Homo sapiens 	2.7.7.7	
3da6	Homo sapiens 	2.7.11.24	
1hnc	Homo sapiens 	2.5.1.18	
1hnb	Homo sapiens 	2.5.1.18	
3pwy	Homo sapiens 	2.7.11.1	
1hna	Homo sapiens 	2.5.1.18	
2vfa	Homo sapiens 	2.4.2	
2vfa	Homo sapiens 	2.4.2.8	
2in6	Homo sapiens 	2.7.10.2	
3r9o	Homo sapiens 	2.7.11.22	
3py1	Homo sapiens 	2.7.11.22	
3r9n	Homo sapiens 	2.7.11.22	
3py0	Homo sapiens 	2.7.11.22	
2ill	Homo sapiens 	2.7.11.1	
1bak	Homo sapiens 	2.7.11.15	
1hmp	Homo sapiens 	2.4.2.8	
3r9h	Homo sapiens 	2.7.11.22	
1hml	Homo sapiens 	2.4.1.22	
3r9d	Homo sapiens 	2.7.11.22	
3r9a	Homo sapiens 	2.6.1.44	
3r9a	Homo sapiens 	2.6.1.51	
1ufq	Homo sapiens 	2.7.1.48	
3r8z	Homo sapiens 	2.7.11.22	
1nyg	Homo sapiens 	2.7.10.2	
1nyf	Homo sapiens 	2.7.10.2	
3r8v	Homo sapiens 	2.7.11.22	
3r8u	Homo sapiens 	2.7.11.22	
3r8p	Homo sapiens 	2.7.11.22	
3r8m	Homo sapiens 	2.7.11.22	
3r8l	Homo sapiens 	2.7.11.22	
1j04	Homo sapiens 	2.6.1.44	
1j04	Homo sapiens 	2.6.1.51	
2vf6	Homo sapiens 	2.5.1.1	
2vf6	Homo sapiens 	2.5.1.10	
3r8d	Homo sapiens 	2.3.1.48	
1nxk	Homo sapiens 	2.7.11.1	
2owb	Homo sapiens 	2.7.11.21	
3r7y	Homo sapiens 	2.7.11.22	
1uej	Homo sapiens 	2.7.1.48	
1uei	Homo sapiens 	2.7.1.48	
3r7v	Homo sapiens 	2.7.11.22	
3r7u	Homo sapiens 	2.7.11.22	
3r7r	Homo sapiens 	2.7.1.153	
3r7r	Homo sapiens 	2.7.11.1	
3r7q	Homo sapiens 	2.7.1.153	
3r7q	Homo sapiens 	2.7.11.1	
3pup	Homo sapiens 	2.7.11.1	
3pup	Homo sapiens 	2.7.11.26	
2vcz	Homo sapiens 	2.5.1.18	
3r7o	Homo sapiens 	2.7.10.1	
2vcx	Homo sapiens 	2.5.1.18	
2ijm	Homo sapiens 	2.7.10.2	
2vcw	Homo sapiens 	2.5.1.18	
2vcv	Homo sapiens 	2.5.1.18	
3r7i	Homo sapiens 	2.7.11.22	
2vct	Homo sapiens 	2.5.1.18	
1udw	Homo sapiens 	2.7.1.48	
2vcq	Homo sapiens 	2.5.1.18	
3r7e	Homo sapiens 	2.7.11.22	
1ny3	Homo sapiens 	2.7.11.1	
3puc	Homo sapiens 	2.7.11.1	
2q8i	Homo sapiens 	2.3.1.12	
2q8i	Homo sapiens 	2.7.11.2	
2q8h	Homo sapiens 	2.7.11.2	
2q8g	Homo sapiens 	2.7.11.2	
2q8f	Homo sapiens 	2.7.11.2	
2ija	Homo sapiens 	2.3.1.5	
1uf0	Homo sapiens 	2.7.11.1	
1hkc	Homo sapiens 	2.7.1.1	
1hkb	Homo sapiens 	2.7.1.1	
3r6x	Homo sapiens 	2.7.11.22	
3r83	Homo sapiens 	2.7.11.22	
2iip	Homo sapiens 	2.1.1.1	
2iim	Homo sapiens 	2.7.10.2	
2ow3	Homo sapiens 	2.7.11.1	
2ow3	Homo sapiens 	2.7.11.26	
2iik	Homo sapiens 	2.3.1.16	
2q7o	Homo sapiens 	2.4.2.1	
2vd5	Homo sapiens 	2.7.11.1	
3ptg	Homo sapiens 	2.7.11.24	
1nvs	Homo sapiens 	2.7.11.1	
1nvr	Homo sapiens 	2.7.11.1	
1nvq	Homo sapiens 	2.7.11.1	
1ucv	Homo sapiens 	2.7.10.1	
2vd1	Homo sapiens 	2.5.1.18	
2vd0	Homo sapiens 	2.5.1.18	
3pta	Homo sapiens 	2.1.1.37	
3czu	Homo sapiens 	2.7.10.1	
4dym	Homo sapiens 	2.7.11.30	
2q7d	Homo sapiens 	2.7.1.134	
2q7d	Homo sapiens 	2.7.1.159	
1ucn	Homo sapiens 	2.7.4.6	
4dyl	Homo sapiens 	2.7.10.2	
3r73	Homo sapiens 	2.7.11.22	
3r71	Homo sapiens 	2.7.11.22	
2ov2	Homo sapiens 	2.7.11.1	
1nuu	Homo sapiens 	2.7.7.1	
1nuu	Homo sapiens 	2.7.7.18	
1nut	Homo sapiens 	2.7.7.1	
1nut	Homo sapiens 	2.7.7.18	
2q80	Homo sapiens 	2.5.1.1	
2q80	Homo sapiens 	2.5.1.10	
2q80	Homo sapiens 	2.5.1.29	
1nus	Homo sapiens 	2.7.7.1	
1nus	Homo sapiens 	2.7.7.18	
1nur	Homo sapiens 	2.7.7.1	
1nur	Homo sapiens 	2.7.7.18	
1nuq	Homo sapiens 	2.7.7.1	
1nuq	Homo sapiens 	2.7.7.18	
1nw3	Homo sapiens 	2.1.1.43	
1nup	Homo sapiens 	2.7.7.1	
1nup	Homo sapiens 	2.7.7.18	
3psd	Homo sapiens 	2.7.11.1	
3psb	Homo sapiens 	2.7.11.1	
1nun	Homo sapiens 	2.7.10.1	
2vag	Homo sapiens 	2.7.12.1	
1nug	Homo sapiens 	2.3.2.13	
3prz	Homo sapiens 	2.7.1.153	
3prz	Homo sapiens 	2.7.11.1	
1nuf	Homo sapiens 	2.3.2.13	
1nue	Homo sapiens 	2.7.13.3	
1nue	Homo sapiens 	2.7.4.6	
1nud	Homo sapiens 	2.3.2.13	
2igq	Homo sapiens 	2.1.1.43	
2ou7	Homo sapiens 	2.7.11.21	
2bzk	Homo sapiens 	2.7.11.1	
2bzj	Homo sapiens 	2.7.11.1	
2bzi	Homo sapiens 	2.7.11.1	
1nty	Homo sapiens 	2.7.11.1	
2bzh	Homo sapiens 	2.7.11.1	
2bzg	Homo sapiens 	2.1.1.67	
2ou2	Homo sapiens 	2.3.1.48	
3pri	Homo sapiens 	2.7.11.1	
1p6s	Homo sapiens 	2.7.11.1	
3prf	Homo sapiens 	2.7.11.1	
3pre	Homo sapiens 	2.7.1.153	
3pre	Homo sapiens 	2.7.11.1	
3cxw	Homo sapiens 	2.7.11.1	
3cxs	Homo sapiens 	2.3.1.4	
2osc	Homo sapiens 	2.7.10.1	
3cxq	Homo sapiens 	2.3.1.4	
3cxp	Homo sapiens 	2.3.1.4	
7gss	Homo sapiens 	2.5.1.18	
3ps6	Homo sapiens 	2.7.1.153	
3ps6	Homo sapiens 	2.7.11.1	
4f9c	Homo sapiens 	2.7.11.1	
4f9b	Homo sapiens 	2.7.11.1	
3ps4	Homo sapiens 	2.7.11.1	
4f9a	Homo sapiens 	2.7.11.1	
2byl	Homo sapiens 	2.6.1.13	
2q4v	Homo sapiens 	2.3.1.57	
2orv	Homo sapiens 	2.7.1.21	
1p5z	Homo sapiens 	2.7.1.74	
2byj	Homo sapiens 	2.6.1.13	
3r3i	Homo sapiens 	2.7.7.9	
1nst	Homo sapiens 	2.8.2.8	
2ifg	Homo sapiens 	2.7.10.1	
1azg	Homo sapiens 	2.7.10.2	
1nsk	Homo sapiens 	2.7.13.3	
1nsk	Homo sapiens 	2.7.4.6	
3jdw	Homo sapiens 	2.1.4.1	
3cy3	Homo sapiens 	2.7.11.1	
3cy2	Homo sapiens 	2.7.11.1	
1nsg	Homo sapiens 	2.7.11.1	
3r2y	Homo sapiens 	2.7.11.1	
4dvi	Homo sapiens 	2.4.2.30	
1p5e	Homo sapiens 	2.7.11.22	
3r2w	Homo sapiens 	2.7.7.9	
2ig7	Homo sapiens 	2.7.1.32	
2ig7	Homo sapiens 	2.7.1.82	
2q3z	Homo sapiens 	2.3.2.13	
3ppk	Homo sapiens 	2.7.11.1	
2q53	Homo sapiens 	2.3.2.4	
3ppj	Homo sapiens 	2.7.11.1	
2iej	Homo sapiens 	2.5.1.58	
2iej	Homo sapiens 	2.5.1.59	
4f99	Homo sapiens 	2.7.11.1	
1p4r	Homo sapiens 	2.1.2.3	
1p4q	Homo sapiens 	2.3.1.48	
1p61	Homo sapiens 	2.7.1.74	
1p4o	Homo sapiens 	2.7.10.1	
3r2b	Homo sapiens 	2.7.11.1	
1p60	Homo sapiens 	2.7.1.74	
1p4m	Homo sapiens 	2.7.1.26	
1ua2	Homo sapiens 	2.7.11.22	
1ua2	Homo sapiens 	2.7.11.23	
2d9z	Homo sapiens 	2.7.11.13	
3poz	Homo sapiens 	2.7.10.1	
3r1y	Homo sapiens 	2.7.11.22	
1p4f	Homo sapiens 	2.7.11.1	
3e8n	Homo sapiens 	2.7.12.2	
2idx	Homo sapiens 	2.5.1.17	
3r1s	Homo sapiens 	2.7.11.22	
3r1q	Homo sapiens 	2.7.11.22	
3pq1	Homo sapiens 	2.7.7.19	
3poo	Homo sapiens 	2.7.11.11	
2bwj	Homo sapiens 	2.7.4.3	
3r30	Homo sapiens 	2.7.11.1	
3r1n	Homo sapiens 	2.7.11.1	
3e8d	Homo sapiens 	2.7.11.1	
2opn	Homo sapiens 	2.5.1.1	
2opn	Homo sapiens 	2.5.1.10	
2opm	Homo sapiens 	2.5.1.1	
2opm	Homo sapiens 	2.5.1.10	
3e7v	Homo sapiens 	2.7.11.1	
1nql	Homo sapiens 	2.7.10.1	
3e93	Homo sapiens 	2.7.11.24	
4dtk	Homo sapiens 	2.7.11.1	
2opb	Homo sapiens 	2.1.1.28	
3e92	Homo sapiens 	2.7.11.24	
3e7o	Homo sapiens 	2.7.11.24	
1c9y	Homo sapiens 	2.1.3.3	
3r28	Homo sapiens 	2.7.11.22	
1awx	Homo sapiens 	2.7.10.2	
1aww	Homo sapiens 	2.7.10.2	
3r0t	Homo sapiens 	2.7.11.1	
3r22	Homo sapiens 	2.7.11.1	
3pp1	Homo sapiens 	2.7.12.2	
3r21	Homo sapiens 	2.7.11.1	
3e7e	Homo sapiens 	2.7.11.1	
3pp0	Homo sapiens 	2.7.10.1	
1awo	Homo sapiens 	2.7.10.2	
2oq1	Homo sapiens 	2.7.10.2	
2bva	Homo sapiens 	2.7.11.1	
4f5r	Homo sapiens 	2.7.7.7	
3pnc	Homo sapiens 	2.7.7.7	
4f5q	Homo sapiens 	2.7.7.7	
4f5p	Homo sapiens 	2.7.7.7	
3e88	Homo sapiens 	2.7.11.1	
4f5o	Homo sapiens 	2.7.7.7	
3e87	Homo sapiens 	2.7.11.1	
4f5n	Homo sapiens 	2.7.7.7	
3ctq	Homo sapiens 	2.7.11.24	
1avz	Homo sapiens 	2.7.10.2	
2iby	Homo sapiens 	2.3.1.9	
2d7r	Homo sapiens 	2.4.1.41	
2ibw	Homo sapiens 	2.3.1.9	
1p2a	Homo sapiens 	2.7.11.22	
2ibu	Homo sapiens 	2.3.1.9	
2onz	Homo sapiens 	2.1.1.28	
3ctj	Homo sapiens 	2.7.10.1	
2ony	Homo sapiens 	2.1.1.28	
3cth	Homo sapiens 	2.7.10.1	
4f5b	Homo sapiens 	2.7.10.2	
4f5a	Homo sapiens 	2.7.10.2	
1he8	Homo sapiens 	2.7.1.153	
1he8	Homo sapiens 	2.7.11.1	
3pmn	Homo sapiens 	2.7.7.7	
1he7	Homo sapiens 	2.7.10.1	
2buj	Homo sapiens 	2.7.10.2	
2buj	Homo sapiens 	2.7.11.1	
2uzy	Homo sapiens 	2.7.10.1	
1hct	Homo sapiens 	2.7.10.2	
2d7i	Homo sapiens 	2.4.1.41	
2uzx	Homo sapiens 	2.7.10.1	
3pml	Homo sapiens 562	2.7.7.7	
1hcs	Homo sapiens 	2.7.10.2	
3ctb	Homo sapiens 	2.3.1.48	
2uzs	Homo sapiens 	2.7.11.1	
2q0n	Homo sapiens 	2.7.11.1	
2uzr	Homo sapiens 	2.7.11.1	
2onl	Homo sapiens 	2.7.11.1	
2onl	Homo sapiens 	2.7.11.24	
1hcl	Homo sapiens 	2.7.11.22	
2uzp	Homo sapiens 	2.7.11.13	
2uzo	Homo sapiens 	2.7.11.22	
1hck	Homo sapiens 	2.7.11.22	
4f65	Homo sapiens 	2.7.10.1	
2uzn	Homo sapiens 	2.7.11.22	
4f64	Homo sapiens 	2.7.10.1	
4f63	Homo sapiens 	2.7.10.1	
2uzl	Homo sapiens 	2.7.11.22	
4f4p	Homo sapiens 	2.7.10.2	
3e77	Homo sapiens 	2.6.1.52	
2btz	Homo sapiens 	2.7.11.2	
1hcf	Homo sapiens 	2.7.10.1	
3cst	Homo sapiens 	2.7.1.153	
3cst	Homo sapiens 	2.7.11.1	
2onb	Homo sapiens 	2.1.1.45	
2q0b	Homo sapiens 	2.7.10.1	
4drj	Homo sapiens 	2.7.11.1	
2uze	Homo sapiens 	2.7.11.22	
4dri	Homo sapiens 	2.7.11.1	
3cu1	Homo sapiens 	2.7.10.1	
2uzd	Homo sapiens 	2.7.11.22	
4drh	Homo sapiens 	2.7.11.1	
3cu0	Homo sapiens 	2.4.1.135	
2bts	Homo sapiens 	2.7.11.22	
2uzb	Homo sapiens 	2.7.11.22	
2btr	Homo sapiens 	2.7.11.22	
2d82	Homo sapiens 	2.3.1.48	
3csj	Homo sapiens 	2.5.1.18	
3csi	Homo sapiens 	2.5.1.18	
3pls	Homo sapiens 	2.7.10.1	
3r04	Homo sapiens 	2.7.11.1	
3csh	Homo sapiens 	2.5.1.18	
3r02	Homo sapiens 	2.7.11.1	
2oo8	Homo sapiens 	2.7.10.1	
3csf	Homo sapiens 	2.7.1.153	
3csf	Homo sapiens 	2.7.11.1	
3r01	Homo sapiens 	2.7.11.1	
3r00	Homo sapiens 	2.7.11.1	
3e5a	Homo sapiens 	2.7.11.1	
4dqy	Homo sapiens 	2.4.2.30	
4f59	Homo sapiens 	2.7.10.2	
3cry	Homo sapiens 	2.3.2.4	
1aue	Homo sapiens 	2.7.11.1	
3e64	Homo sapiens 	2.7.10.2	
3e63	Homo sapiens 	2.7.10.2	
2bu8	Homo sapiens 	2.7.11.2	
3e62	Homo sapiens 	2.7.10.2	
2bu7	Homo sapiens 	2.7.11.2	
2bu6	Homo sapiens 	2.7.11.2	
2bu5	Homo sapiens 	2.7.11.2	
2ib9	Homo sapiens 	2.3.1.9	
3crl	Homo sapiens 	2.3.1.12	
2ib8	Homo sapiens 	2.3.1.9	
3crk	Homo sapiens 	2.3.1.12	
2bu2	Homo sapiens 	2.7.11.2	
2ib7	Homo sapiens 	2.3.1.9	
1nmz	Homo sapiens 	2.7.4.9	
2on6	Homo sapiens 	2.4.2.1	
1nmy	Homo sapiens 	2.7.4.9	
1nmx	Homo sapiens 	2.7.4.9	
4dpz	Homo sapiens 	2.3.1	
1p14	Homo sapiens 	2.7.10.1	
3cqw	Homo sapiens 	2.7.11.1	
3cs9	Homo sapiens 	2.7.10.2	
3cqu	Homo sapiens 	2.7.11.1	
2bro	Homo sapiens 	2.7.11.1	
2brn	Homo sapiens 	2.7.11.1	
2brm	Homo sapiens 	2.7.11.1	
2w9z	Homo sapiens 	2.7.11.22	
3cqe	Homo sapiens 	2.7.10.2	
2okr	Homo sapiens 	2.7.11.24	
3e3b	Homo sapiens 	2.7.11.1	
2brh	Homo sapiens 	2.7.11.1	
2brg	Homo sapiens 	2.7.11.1	
2brf	Homo sapiens 	2.7.1.78	
1nn5	Homo sapiens 	2.7.4.9	
2d4c	Homo sapiens 	2.3.1	
2brb	Homo sapiens 	2.7.11.1	
1nn3	Homo sapiens 	2.7.4.9	
4f1s	Homo sapiens 	2.7.1.153	
4f1s	Homo sapiens 	2.7.11.1	
1nn1	Homo sapiens 	2.7.4.9	
3pjc	Homo sapiens 	2.7.10.2	
1nn0	Homo sapiens 	2.7.4.9	
4f1q	Homo sapiens 	2.4.2.30	
2bqz	Homo sapiens 	2.1.1.43	
4f1l	Homo sapiens 	2.4.2.30	
2w9f	Homo sapiens 	2.7.11.22	
3piz	Homo sapiens 	2.7.10.2	
3piy	Homo sapiens 	2.7.10.2	
3cr0	Homo sapiens 	2.7.10.2	
3pix	Homo sapiens 	2.7.10.2	
4doc	Homo sapiens 	2.7.7.7	
4dob	Homo sapiens 	2.7.7.7	
2ojx	Homo sapiens 	2.7.11.21	
4doa	Homo sapiens 	2.7.7.7	
3vut	Homo sapiens 	2.7.12.2	
3vw6	Homo sapiens 	2.7.11.25	
3cpc	Homo sapiens 	2.7.10.1	
3cpb	Homo sapiens 	2.7.10.1	
1nm8	Homo sapiens 	2.3.1.7	
3vum	Homo sapiens 	2.7.11.24	
3vul	Homo sapiens 	2.7.11.24	
3vuk	Homo sapiens 	2.7.11.24	
2uvq	Homo sapiens 	2.7.1.48	
1v9v	Homo sapiens 	2.7.11.1	
3vui	Homo sapiens 	2.7.11.24	
2ojj	Homo sapiens 	2.7.11.24	
3vuh	Homo sapiens 	2.7.11.24	
2oji	Homo sapiens 	2.7.11.24	
2ux0	Homo sapiens 	2.7.11.17	
3vug	Homo sapiens 	2.7.11.24	
2uvm	Homo sapiens 	2.7.11.1	
2ojg	Homo sapiens 	2.7.11.24	
3e37	Homo sapiens 	2.5.1.58	
3e37	Homo sapiens 	2.5.1.59	
3vud	Homo sapiens 	2.7.11.24	
4dnl	Homo sapiens 	2.7.11.13	
4f0i	Homo sapiens 	2.7.10.1	
3com	Homo sapiens 	2.7.11.1	
3pj8	Homo sapiens 	2.7.11.22	
1aqx	Homo sapiens 	2.5.1.18	
3cok	Homo sapiens 	2.7.11.21	
1aqw	Homo sapiens 	2.5.1.18	
4f0e	Homo sapiens 	2.4.2.30	
1aqv	Homo sapiens 	2.5.1.18	
4f0d	Homo sapiens 	2.4.2.31	
3coi	Homo sapiens HepG2	2.7.11.24	
2br1	Homo sapiens 	2.7.11.1	
4dnc	Homo sapiens 	2.3.1.48	
3coh	Homo sapiens 	2.7.11.1	
2bpm	Homo sapiens 	2.7.11.22	
3pj3	Homo sapiens 	2.7.10.2	
3pj2	Homo sapiens 	2.7.10.2	
3pj1	Homo sapiens 	2.7.10.2	
2w7x	Homo sapiens 	2.7.11.1	
2w99	Homo sapiens 	2.7.11.22	
2uw9	Homo sapiens 	2.7.11.1	
2ok1	Homo sapiens 	2.7.11.24	
2w96	Homo sapiens 	2.7.11.22	
4do9	Homo sapiens 	2.7.7.7	
2w7r	Homo sapiens 	2.7.11.1	
1njs	Homo sapiens 	2.1.2.2	
2w7p	Homo sapiens 	2.7.7.7	
2w7o	Homo sapiens 	2.7.7.7	
3cp9	Homo sapiens 	2.7.10.1	
3phb	Homo sapiens 	2.4.2.1	
3cp6	Homo sapiens 	2.5.1.1	
3cp6	Homo sapiens 	2.5.1.10	
1tvo	Homo sapiens 	2.7.11.24	
2oid	Homo sapiens 	2.7.11.1	
2oic	Homo sapiens 	2.7.11.1	
2oib	Homo sapiens 	2.7.11.1	
2uue	Homo sapiens 	2.7.11.22	
3e0j	Homo sapiens 	2.7.7.7	
3pgt	Homo sapiens BL21 (DE3) PLYSS	2.5.1.18	
2oj9	Homo sapiens 	2.7.10.1	
3vu7	Homo sapiens 	2.7.7.7	
1tva	Homo sapiens 	2.7.7.7	
2oj2	Homo sapiens 	2.7.10.2	
1tuz	Homo sapiens 	2.7.1.107	
4f09	Homo sapiens 	2.7.10.2	
4f08	Homo sapiens 	2.7.10.2	
2uv2	Homo sapiens 	2.7.11.1	
4dn5	Homo sapiens 	2.7.11.25	
4dlj	Homo sapiens 	2.7.11.24	
4dli	Homo sapiens 	2.7.11.24	
1c1y	Homo sapiens 	2.7.11.1	
1aou	Homo sapiens 	2.7.10.2	
1aot	Homo sapiens 	2.7.10.2	
2ogv	Homo sapiens 	2.7.10.1	
2w5z	Homo sapiens 	2.1.1.43	
2d0j	Homo sapiens 	2.4.1.135	
2w5y	Homo sapiens 	2.1.1.43	
3pfn	Homo sapiens 	2.7.1.23	
1aq1	Homo sapiens 	2.7.11.22	
